"accident_id";"city";"state";"latitude";"longitude";"date";"time";"hour";"day_of_week";"is_weekend";"road_type";"lanes";"traffic_signal";"weather";"visibility";"temperature";"traffic_density";"cause";"accident_severity";"vehicles_involved";"casualties";"is_peak_hour";"festival";"risk_score"
138;"Hyderabad";"Telangana";17.57514;78.484234;"2023-07-23";"00:00:00";0;"Sunday";1;"highway";5;"0";"rain";"low";17.0;"low";"distraction";"major";1;0;0;"No Festival";0.45
139;"Pune";"Maharashtra";18.697073;73.828047;"2022-11-28";"04:00:00";4;"Monday";0;"highway";2;"0";"clear";"high";20.0;"high";"weather";"minor";5;2;0;"No Festival";0.3
140;"Mumbai";"Maharashtra";19.257558;72.75368;"2024-02-13";"10:00:00";10;"Tuesday";0;"highway";3;"1";"fog";"low";30.0;"high";"weather";"major";3;0;1;"No Festival";0.8
141;"Chennai";"Tamil Nadu";13.099257;80.226182;"2024-09-21";"08:00:00";8;"Saturday";1;"urban";4;"0";"rain";"low";32.0;"high";"poor road";"major";1;0;1;"No Festival";0.8
142;"Chandigarh";"Punjab";30.612831;76.810119;"2024-11-23";"22:00:00";22;"Saturday";1;"highway";4;"1";"rain";"medium";17.0;"medium";"drunk driving";"minor";4;4;0;"No Festival";0.25
143;"Bangalore";"Karnataka";12.851488;77.589232;"2024-10-22";"21:00:00";21;"Tuesday";0;"urban";2;"1";"fog";"low";36.0;"high";"drunk driving";"minor";1;0;0;"No Festival";0.65
144;"Kolkata";"West Bengal";22.408139;88.322983;"2023-12-27";"21:00:00";21;"Wednesday";0;"rural";3;"0";"rain";"medium";29.0;"high";"distraction";"minor";1;0;0;"No Festival";0.45
145;"Kolkata";"West Bengal";22.470344;88.318475;"2022-06-05";"06:00:00";6;"Sunday";1;"urban";3;"1";"clear";"high";38.0;"medium";"drunk driving";"minor";3;3;0;"No Festival";0.1
146;"Kolkata";"West Bengal";22.672696;88.400666;"2023-01-27";"15:00:00";15;"Friday";0;"highway";2;"0";"clear";"high";28.0;"low";"distraction";"major";2;1;0;"No Festival";0.1
147;"Chennai";"Tamil Nadu";13.145041;80.133716;"2022-05-06";"07:00:00";7;"Friday";0;"highway";5;"0";"fog";"low";15.0;"high";"weather";"major";1;0;0;"No Festival";0.65
148;"Kolkata";"West Bengal";22.524367;88.453597;"2024-07-31";"01:00:00";1;"Wednesday";0;"urban";5;"0";"rain";"medium";26.0;"low";"weather";"minor";2;0;0;"No Festival";0.25
149;"Bangalore";"Karnataka";13.055067;77.418018;"2023-10-19";"11:00:00";11;"Thursday";0;"rural";4;"1";"rain";"low";30.0;"low";"distraction";"minor";3;2;0;"No Festival";0.45
150;"Delhi";"Delhi";28.654528;76.925723;"2022-10-05";"02:00:00";2;"Wednesday";0;"urban";4;"1";"rain";"low";35.0;"low";"weather";"major";5;2;0;"No Festival";0.45
151;"Bangalore";"Karnataka";13.174917;77.602348;"2023-11-04";"21:00:00";21;"Saturday";1;"rural";4;"1";"rain";"low";29.0;"medium";"drunk driving";"major";4;4;0;"No Festival";0.45
152;"Pune";"Maharashtra";18.479329;73.88208;"2022-11-06";"22:00:00";22;"Sunday";1;"rural";6;"0";"clear";"high";33.0;"low";"poor road";"fatal";5;5;0;"No Festival";0.3
153;"Chandigarh";"Punjab";30.65561;76.831544;"2024-04-25";"03:00:00";3;"Thursday";0;"highway";6;"1";"rain";"medium";25.0;"low";"poor road";"fatal";1;1;0;"No Festival";0.45
154;"Bangalore";"Karnataka";13.052805;77.617588;"2024-07-23";"14:00:00";14;"Tuesday";0;"urban";3;"1";"rain";"medium";26.0;"medium";"weather";"minor";5;0;0;"No Festival";0.25
155;"Delhi";"Delhi";28.834402;77.209459;"2022-12-23";"12:00:00";12;"Friday";0;"rural";5;"1";"fog";"low";33.0;"medium";"poor road";"fatal";3;3;0;"No Festival";0.65
156;"Mumbai";"Maharashtra";19.090344;72.902108;"2022-03-28";"10:00:00";10;"Monday";0;"urban";6;"0";"clear";"high";35.0;"high";"weather";"fatal";2;2;1;"No Festival";0.65
157;"Chennai";"Tamil Nadu";13.196352;80.138535;"2023-02-04";"07:00:00";7;"Saturday";1;"urban";5;"0";"fog";"low";32.0;"medium";"drunk driving";"minor";1;1;0;"No Festival";0.45
158;"Chennai";"Tamil Nadu";13.152998;80.258685;"2024-09-15";"22:00:00";22;"Sunday";1;"rural";1;"0";"fog";"low";19.0;"high";"distraction";"major";4;2;0;"No Festival";0.65
159;"Delhi";"Delhi";28.671166;77.064188;"2023-02-25";"03:00:00";3;"Saturday";1;"rural";6;"1";"clear";"high";27.0;"high";"distraction";"minor";4;3;0;"No Festival";0.3
160;"Kolkata";"West Bengal";22.535434;88.290362;"2025-01-09";"08:00:00";8;"Thursday";0;"highway";5;"0";"clear";"high";33.0;"low";"distraction";"major";1;1;1;"No Festival";0.25
161;"Pune";"Maharashtra";18.522797;73.933778;"2022-05-17";"20:00:00";20;"Tuesday";0;"urban";4;"0";"fog";"low";17.0;"high";"poor road";"fatal";1;1;0;"No Festival";0.85
162;"Bangalore";"Karnataka";12.828296;77.719866;"2025-01-31";"01:00:00";1;"Friday";0;"rural";3;"1";"fog";"low";35.0;"low";"overspeeding";"major";2;0;0;"No Festival";0.45
163;"Pune";"Maharashtra";18.435528;73.934128;"2023-05-20";"11:00:00";11;"Saturday";1;"rural";1;"1";"rain";"low";19.0;"low";"poor road";"major";5;1;0;"No Festival";0.45
164;"Chennai";"Tamil Nadu";12.921984;80.115306;"2023-03-24";"18:00:00";18;"Friday";0;"rural";5;"1";"clear";"high";21.0;"medium";"poor road";"major";5;5;1;"No Festival";0.25
165;"Chennai";"Tamil Nadu";12.841819;80.258805;"2022-05-06";"00:00:00";0;"Friday";0;"rural";2;"1";"rain";"low";37.0;"low";"drunk driving";"minor";4;0;0;"No Festival";0.45
166;"Delhi";"Delhi";28.492703;76.815886;"2022-04-12";"07:00:00";7;"Tuesday";0;"highway";1;"1";"fog";"low";17.0;"high";"weather";"major";4;3;0;"No Festival";0.65
167;"Chandigarh";"Punjab";30.677187;76.727473;"2025-03-30";"04:00:00";4;"Sunday";1;"rural";4;"0";"rain";"low";16.0;"medium";"drunk driving";"fatal";5;5;0;"No Festival";0.65
168;"Bangalore";"Karnataka";13.068595;77.762442;"2022-12-22";"17:00:00";17;"Thursday";0;"urban";1;"1";"clear";"high";33.0;"medium";"poor road";"fatal";5;5;1;"No Festival";0.45
169;"Chennai";"Tamil Nadu";12.891896;80.227598;"2022-01-21";"18:00:00";18;"Friday";0;"urban";3;"1";"clear";"high";29.0;"high";"poor road";"minor";2;1;1;"No Festival";0.45
170;"Chandigarh";"Punjab";30.788551;76.774195;"2022-01-22";"07:00:00";7;"Saturday";1;"highway";5;"1";"rain";"low";37.0;"low";"drunk driving";"minor";4;3;0;"No Festival";0.45
171;"Chennai";"Tamil Nadu";13.057219;80.184551;"2022-09-18";"06:00:00";6;"Sunday";1;"highway";6;"1";"rain";"low";38.0;"medium";"drunk driving";"fatal";4;4;0;"No Festival";0.65
172;"Delhi";"Delhi";28.555907;77.177935;"2022-09-02";"21:00:00";21;"Friday";0;"highway";1;"1";"fog";"low";37.0;"low";"drunk driving";"minor";4;0;0;"No Festival";0.45
173;"Bangalore";"Karnataka";12.94144;77.549761;"2023-12-08";"10:00:00";10;"Friday";0;"rural";3;"0";"rain";"low";19.0;"high";"distraction";"minor";2;1;1;"No Festival";0.8
174;"Bangalore";"Karnataka";12.90836;77.563109;"2023-08-24";"21:00:00";21;"Thursday";0;"highway";1;"1";"rain";"low";27.0;"high";"weather";"minor";5;1;0;"No Festival";0.65
175;"Bangalore";"Karnataka";13.008178;77.683777;"2023-05-09";"04:00:00";4;"Tuesday";0;"highway";5;"0";"rain";"low";27.0;"low";"overspeeding";"major";4;0;0;"No Festival";0.45
176;"Hyderabad";"Telangana";17.253718;78.264759;"2023-12-03";"21:00:00";21;"Sunday";1;"highway";4;"0";"fog";"low";20.0;"high";"weather";"minor";5;1;0;"No Festival";0.65
177;"Kolkata";"West Bengal";22.643283;88.434764;"2024-04-09";"14:00:00";14;"Tuesday";0;"urban";3;"0";"fog";"low";19.0;"low";"poor road";"minor";3;1;0;"No Festival";0.45
178;"Chandigarh";"Punjab";30.78977;76.791081;"2024-11-11";"04:00:00";4;"Monday";0;"highway";2;"1";"clear";"high";39.0;"low";"distraction";"minor";5;0;0;"No Festival";0.1
179;"Bangalore";"Karnataka";13.094302;77.576124;"2023-04-30";"01:00:00";1;"Sunday";1;"rural";1;"1";"clear";"high";32.0;"low";"weather";"minor";1;0;0;"No Festival";0.1
180;"Kolkata";"West Bengal";22.453114;88.383374;"2022-01-31";"21:00:00";21;"Monday";0;"urban";3;"0";"clear";"high";20.0;"medium";"weather";"fatal";4;4;0;"No Festival";0.3
181;"Hyderabad";"Telangana";17.492197;78.20001;"2022-01-13";"19:00:00";19;"Thursday";0;"urban";6;"0";"rain";"medium";20.0;"high";"poor road";"minor";2;0;1;"No Festival";0.6
182;"Chandigarh";"Punjab";30.786188;76.807627;"2023-03-28";"22:00:00";22;"Tuesday";0;"highway";6;"1";"rain";"low";33.0;"low";"poor road";"minor";5;2;0;"No Festival";0.45
183;"Hyderabad";"Telangana";17.563446;78.232019;"2023-10-10";"13:00:00";13;"Tuesday";0;"urban";5;"0";"rain";"low";39.0;"high";"poor road";"minor";5;0;0;"No Festival";0.65
184;"Bangalore";"Karnataka";12.971567;77.689448;"2022-07-11";"20:00:00";20;"Monday";0;"urban";1;"1";"fog";"low";21.0;"medium";"drunk driving";"minor";1;0;0;"No Festival";0.45
185;"Chandigarh";"Punjab";30.784319;76.811367;"2024-08-19";"08:00:00";8;"Monday";0;"highway";2;"0";"clear";"high";23.0;"high";"weather";"major";5;5;1;"No Festival";0.45
186;"Hyderabad";"Telangana";17.262441;78.332996;"2022-03-21";"19:00:00";19;"Monday";0;"urban";2;"1";"clear";"high";23.0;"low";"distraction";"major";2;0;1;"No Festival";0.25
187;"Pune";"Maharashtra";18.62914;73.851101;"2025-01-01";"10:00:00";10;"Wednesday";0;"rural";6;"0";"rain";"low";34.0;"high";"distraction";"minor";1;1;1;"No Festival";0.8
188;"Pune";"Maharashtra";18.616196;73.705131;"2024-10-18";"08:00:00";8;"Friday";0;"urban";1;"0";"fog";"low";31.0;"high";"overspeeding";"major";3;1;1;"No Festival";0.8
189;"Hyderabad";"Telangana";17.432325;78.449923;"2022-09-08";"00:00:00";0;"Thursday";0;"urban";4;"0";"clear";"high";22.0;"low";"overspeeding";"major";5;4;0;"No Festival";0.1
190;"Mumbai";"Maharashtra";18.849144;72.726339;"2023-02-28";"08:00:00";8;"Tuesday";0;"highway";6;"0";"fog";"low";27.0;"low";"poor road";"major";1;0;1;"No Festival";0.6
191;"Kolkata";"West Bengal";22.563456;88.315626;"2024-03-06";"19:00:00";19;"Wednesday";0;"urban";3;"1";"rain";"low";36.0;"high";"poor road";"fatal";1;1;1;"No Festival";1.0
192;"Pune";"Maharashtra";18.441514;73.89283;"2025-01-28";"19:00:00";19;"Tuesday";0;"urban";4;"1";"rain";"low";16.0;"high";"poor road";"minor";5;1;1;"No Festival";0.8
193;"Pune";"Maharashtra";18.627045;73.919901;"2024-04-23";"15:00:00";15;"Tuesday";0;"urban";2;"1";"rain";"medium";21.0;"high";"weather";"major";4;3;0;"No Festival";0.45
194;"Hyderabad";"Telangana";17.453887;78.418717;"2023-01-25";"07:00:00";7;"Wednesday";0;"rural";5;"1";"clear";"high";34.0;"medium";"weather";"minor";5;3;0;"No Festival";0.1
195;"Hyderabad";"Telangana";17.310034;78.367309;"2024-07-13";"18:00:00";18;"Saturday";1;"urban";4;"0";"rain";"low";16.0;"high";"distraction";"major";3;2;1;"No Festival";0.8
196;"Bangalore";"Karnataka";13.180613;77.573218;"2024-01-30";"02:00:00";2;"Tuesday";0;"urban";4;"0";"fog";"low";17.0;"low";"overspeeding";"major";2;1;0;"No Festival";0.45
197;"Kolkata";"West Bengal";22.48019;88.366839;"2022-03-11";"16:00:00";16;"Friday";0;"urban";5;"0";"rain";"low";20.0;"low";"weather";"minor";5;5;0;"No Festival";0.45
198;"Mumbai";"Maharashtra";19.05988;72.748749;"2022-11-04";"02:00:00";2;"Friday";0;"urban";5;"1";"clear";"high";36.0;"high";"weather";"major";2;2;0;"No Festival";0.3
199;"Chandigarh";"Punjab";30.650517;76.789449;"2022-10-21";"00:00:00";0;"Friday";0;"urban";2;"1";"clear";"high";36.0;"low";"drunk driving";"minor";3;2;0;"No Festival";0.1
200;"Mumbai";"Maharashtra";19.093036;72.876566;"2024-04-20";"09:00:00";9;"Saturday";1;"highway";5;"1";"rain";"medium";40.0;"low";"drunk driving";"fatal";1;1;1;"No Festival";0.6
201;"Delhi";"Delhi";28.596361;77.02673;"2023-02-22";"00:00:00";0;"Wednesday";0;"highway";6;"0";"fog";"low";19.0;"low";"weather";"minor";4;1;0;"No Festival";0.45
202;"Kolkata";"West Bengal";22.648231;88.411475;"2023-01-28";"15:00:00";15;"Saturday";1;"rural";1;"0";"rain";"low";27.0;"low";"drunk driving";"minor";5;3;0;"No Festival";0.45
203;"Chennai";"Tamil Nadu";12.894547;80.239536;"2025-03-03";"03:00:00";3;"Monday";0;"highway";6;"0";"clear";"high";22.0;"medium";"poor road";"minor";2;1;0;"No Festival";0.1
204;"Chandigarh";"Punjab";30.706127;76.870146;"2023-09-04";"19:00:00";19;"Monday";0;"highway";6;"0";"rain";"low";34.0;"high";"distraction";"major";5;1;1;"No Festival";0.8
205;"Chandigarh";"Punjab";30.736284;76.88423;"2022-05-07";"18:00:00";18;"Saturday";1;"urban";1;"0";"rain";"low";15.0;"high";"overspeeding";"minor";5;4;1;"No Festival";0.8
206;"Bangalore";"Karnataka";12.884671;77.570809;"2024-04-07";"10:00:00";10;"Sunday";1;"urban";1;"1";"rain";"medium";37.0;"low";"weather";"minor";3;3;1;"No Festival";0.4
207;"Kolkata";"West Bengal";22.641019;88.468147;"2023-12-28";"14:00:00";14;"Thursday";0;"urban";5;"1";"clear";"high";22.0;"high";"poor road";"minor";3;0;0;"No Festival";0.3
208;"Delhi";"Delhi";28.497753;76.936211;"2022-12-27";"22:00:00";22;"Tuesday";0;"urban";2;"1";"fog";"low";34.0;"high";"overspeeding";"minor";4;0;0;"No Festival";0.65
209;"Hyderabad";"Telangana";17.22001;78.311087;"2024-07-07";"10:00:00";10;"Sunday";1;"rural";6;"0";"fog";"low";16.0;"high";"weather";"minor";4;2;1;"No Festival";0.8
210;"Pune";"Maharashtra";18.533492;73.818053;"2023-09-10";"23:00:00";23;"Sunday";1;"highway";4;"0";"rain";"low";19.0;"high";"weather";"major";2;0;0;"No Festival";0.65
211;"Bangalore";"Karnataka";12.898651;77.518953;"2024-07-11";"18:00:00";18;"Thursday";0;"urban";2;"0";"clear";"high";22.0;"high";"distraction";"minor";3;0;1;"No Festival";0.45
212;"Chennai";"Tamil Nadu";12.942775;80.266239;"2023-09-11";"00:00:00";0;"Monday";0;"highway";3;"0";"fog";"low";24.0;"low";"distraction";"minor";3;2;0;"No Festival";0.45
213;"Mumbai";"Maharashtra";18.845526;72.792846;"2024-05-06";"15:00:00";15;"Monday";0;"urban";5;"1";"fog";"low";31.0;"low";"distraction";"major";2;0;0;"No Festival";0.45
214;"Pune";"Maharashtra";18.449045;73.963577;"2022-12-17";"20:00:00";20;"Saturday";1;"rural";2;"1";"rain";"low";22.0;"low";"poor road";"major";3;1;0;"No Festival";0.45
215;"Chennai";"Tamil Nadu";12.861288;80.167097;"2022-01-18";"02:00:00";2;"Tuesday";0;"highway";1;"1";"rain";"low";29.0;"medium";"poor road";"minor";5;5;0;"No Festival";0.45
216;"Pune";"Maharashtra";18.618088;73.989576;"2024-06-01";"08:00:00";8;"Saturday";1;"urban";3;"1";"fog";"low";28.0;"high";"drunk driving";"minor";3;0;1;"No Festival";0.8
217;"Bangalore";"Karnataka";13.09534;77.402311;"2024-11-27";"02:00:00";2;"Wednesday";0;"rural";5;"0";"clear";"high";34.0;"low";"weather";"major";5;5;0;"No Festival";0.1
218;"Delhi";"Delhi";28.694773;77.138622;"2023-02-25";"18:00:00";18;"Saturday";1;"rural";3;"0";"rain";"low";35.0;"high";"distraction";"minor";2;1;1;"No Festival";0.8
219;"Chandigarh";"Punjab";30.75305;76.886282;"2024-10-10";"17:00:00";17;"Thursday";0;"highway";5;"1";"fog";"low";19.0;"high";"distraction";"major";2;1;1;"No Festival";0.8
220;"Bangalore";"Karnataka";12.888723;77.598691;"2023-08-05";"23:00:00";23;"Saturday";1;"highway";5;"0";"rain";"medium";25.0;"high";"weather";"fatal";1;1;0;"No Festival";0.65
221;"Mumbai";"Maharashtra";18.960845;72.922053;"2024-09-24";"21:00:00";21;"Tuesday";0;"rural";4;"1";"clear";"high";33.0;"high";"drunk driving";"minor";2;0;0;"No Festival";0.3
222;"Bangalore";"Karnataka";12.966;77.42648;"2023-10-28";"18:00:00";18;"Saturday";1;"highway";4;"0";"fog";"low";17.0;"medium";"weather";"minor";1;1;1;"No Festival";0.6
223;"Chennai";"Tamil Nadu";13.059482;80.132694;"2022-12-30";"19:00:00";19;"Friday";0;"highway";4;"0";"fog";"low";29.0;"high";"weather";"major";5;4;1;"No Festival";0.8
224;"Pune";"Maharashtra";18.479836;73.980057;"2023-08-07";"23:00:00";23;"Monday";0;"rural";5;"1";"fog";"low";34.0;"medium";"weather";"major";2;1;0;"No Festival";0.45
225;"Delhi";"Delhi";28.570297;77.25409;"2023-04-12";"10:00:00";10;"Wednesday";0;"highway";6;"1";"fog";"low";35.0;"medium";"drunk driving";"minor";2;1;1;"No Festival";0.6
226;"Mumbai";"Maharashtra";19.147537;72.781967;"2023-10-19";"06:00:00";6;"Thursday";0;"rural";2;"1";"rain";"medium";36.0;"high";"poor road";"minor";4;4;0;"No Festival";0.45
227;"Chennai";"Tamil Nadu";12.931329;80.177908;"2024-09-28";"22:00:00";22;"Saturday";1;"highway";4;"1";"rain";"medium";26.0;"medium";"weather";"minor";2;0;0;"No Festival";0.25
228;"Chennai";"Tamil Nadu";12.931505;80.204867;"2023-05-01";"18:00:00";18;"Monday";0;"rural";2;"1";"rain";"low";28.0;"medium";"drunk driving";"major";3;2;1;"No Festival";0.6
229;"Chennai";"Tamil Nadu";12.826312;80.207278;"2022-01-14";"03:00:00";3;"Friday";0;"urban";6;"0";"clear";"high";35.0;"medium";"drunk driving";"minor";3;1;0;"No Festival";0.1
230;"Hyderabad";"Telangana";17.227437;78.332683;"2024-10-12";"13:00:00";13;"Saturday";1;"rural";4;"0";"clear";"high";38.0;"high";"distraction";"major";1;1;0;"No Festival";0.3
231;"Pune";"Maharashtra";18.511753;73.872341;"2024-03-30";"11:00:00";11;"Saturday";1;"urban";2;"1";"rain";"low";28.0;"high";"poor road";"minor";1;1;0;"No Festival";0.65
232;"Bangalore";"Karnataka";13.166458;77.645976;"2022-11-08";"00:00:00";0;"Tuesday";0;"rural";5;"0";"fog";"low";39.0;"low";"weather";"major";4;0;0;"No Festival";0.45
233;"Hyderabad";"Telangana";17.230262;78.253208;"2022-07-11";"00:00:00";0;"Monday";0;"urban";3;"1";"clear";"high";23.0;"low";"overspeeding";"fatal";1;1;0;"No Festival";0.3
234;"Chennai";"Tamil Nadu";13.101426;80.265354;"2022-11-27";"09:00:00";9;"Sunday";1;"urban";1;"1";"rain";"low";23.0;"medium";"poor road";"minor";3;2;1;"No Festival";0.6
235;"Chandigarh";"Punjab";30.621868;76.767922;"2024-02-18";"14:00:00";14;"Sunday";1;"highway";3;"0";"fog";"low";32.0;"low";"poor road";"major";2;2;0;"No Festival";0.45
236;"Chennai";"Tamil Nadu";13.104646;80.294344;"2024-05-23";"07:00:00";7;"Thursday";0;"urban";3;"0";"fog";"low";16.0;"high";"drunk driving";"major";3;2;0;"No Festival";0.65
237;"Bangalore";"Karnataka";13.160679;77.450578;"2022-08-14";"17:00:00";17;"Sunday";1;"urban";2;"0";"clear";"high";30.0;"medium";"overspeeding";"major";5;4;1;"No Festival";0.25
238;"Kolkata";"West Bengal";22.421859;88.374025;"2022-05-05";"09:00:00";9;"Thursday";0;"highway";3;"1";"clear";"high";31.0;"medium";"overspeeding";"major";1;1;1;"No Festival";0.25
239;"Delhi";"Delhi";28.691978;77.169403;"2023-01-03";"21:00:00";21;"Tuesday";0;"urban";3;"0";"fog";"low";26.0;"high";"poor road";"major";1;1;0;"No Festival";0.65
240;"Kolkata";"West Bengal";22.582986;88.286863;"2024-09-20";"06:00:00";6;"Friday";0;"urban";1;"0";"clear";"high";29.0;"low";"overspeeding";"fatal";1;1;0;"No Festival";0.3
241;"Mumbai";"Maharashtra";19.000379;72.96346;"2023-10-26";"17:00:00";17;"Thursday";0;"rural";1;"0";"rain";"low";20.0;"high";"weather";"minor";4;4;1;"No Festival";0.8
242;"Mumbai";"Maharashtra";18.844068;72.948507;"2023-01-06";"07:00:00";7;"Friday";0;"urban";2;"0";"rain";"low";26.0;"high";"poor road";"major";4;2;0;"No Festival";0.65
243;"Chandigarh";"Punjab";30.722768;76.846181;"2023-05-04";"04:00:00";4;"Thursday";0;"rural";3;"0";"fog";"low";40.0;"medium";"distraction";"major";4;2;0;"No Festival";0.45
244;"Chandigarh";"Punjab";30.726192;76.756446;"2022-12-18";"08:00:00";8;"Sunday";1;"rural";5;"0";"clear";"high";40.0;"medium";"weather";"minor";4;0;1;"No Festival";0.25
245;"Kolkata";"West Bengal";22.542146;88.249395;"2024-08-13";"11:00:00";11;"Tuesday";0;"rural";1;"0";"rain";"medium";20.0;"high";"overspeeding";"minor";2;1;0;"No Festival";0.45
246;"Chennai";"Tamil Nadu";12.979934;80.258425;"2022-06-29";"16:00:00";16;"Wednesday";0;"rural";3;"0";"fog";"low";28.0;"medium";"overspeeding";"major";4;2;0;"No Festival";0.45
247;"Kolkata";"West Bengal";22.691684;88.380487;"2024-08-04";"15:00:00";15;"Sunday";1;"highway";3;"1";"fog";"low";23.0;"medium";"overspeeding";"minor";2;1;0;"No Festival";0.45
248;"Pune";"Maharashtra";18.554742;73.846455;"2022-02-27";"05:00:00";5;"Sunday";1;"rural";1;"0";"fog";"low";26.0;"high";"drunk driving";"minor";2;0;0;"No Festival";0.65
249;"Pune";"Maharashtra";18.492599;73.918395;"2023-12-01";"08:00:00";8;"Friday";0;"urban";3;"0";"rain";"low";35.0;"high";"drunk driving";"minor";5;3;1;"No Festival";0.8
250;"Bangalore";"Karnataka";12.87812;77.75548;"2022-11-22";"11:00:00";11;"Tuesday";0;"highway";2;"0";"rain";"medium";15.0;"high";"poor road";"minor";1;1;0;"No Festival";0.45
251;"Kolkata";"West Bengal";22.628792;88.377574;"2024-12-20";"11:00:00";11;"Friday";0;"highway";2;"0";"fog";"low";30.0;"high";"overspeeding";"minor";3;2;0;"No Festival";0.65
252;"Delhi";"Delhi";28.42531;76.842778;"2024-12-22";"06:00:00";6;"Sunday";1;"highway";4;"1";"fog";"low";24.0;"medium";"overspeeding";"minor";5;0;0;"No Festival";0.45
253;"Chennai";"Tamil Nadu";13.07404;80.152144;"2022-12-30";"20:00:00";20;"Friday";0;"rural";3;"0";"clear";"high";28.0;"medium";"drunk driving";"minor";2;1;0;"No Festival";0.1
254;"Delhi";"Delhi";28.403747;76.847221;"2024-04-27";"02:00:00";2;"Saturday";1;"rural";5;"0";"rain";"low";37.0;"low";"weather";"major";5;3;0;"No Festival";0.45
255;"Mumbai";"Maharashtra";19.150088;72.702839;"2023-10-20";"20:00:00";20;"Friday";0;"highway";3;"0";"fog";"low";37.0;"high";"weather";"major";5;0;0;"No Festival";0.65
256;"Mumbai";"Maharashtra";19.035655;72.955069;"2022-01-01";"06:00:00";6;"Saturday";1;"highway";4;"0";"clear";"high";29.0;"low";"drunk driving";"minor";5;5;0;"No Festival";0.1
257;"Chennai";"Tamil Nadu";12.911957;80.196891;"2023-05-21";"18:00:00";18;"Sunday";1;"urban";5;"0";"rain";"medium";40.0;"low";"drunk driving";"minor";1;1;1;"No Festival";0.4
258;"Delhi";"Delhi";28.472435;77.19605;"2022-05-16";"01:00:00";1;"Monday";0;"highway";5;"0";"fog";"low";26.0;"high";"overspeeding";"minor";5;4;0;"No Festival";0.65
259;"Chandigarh";"Punjab";30.6107;76.703665;"2024-07-11";"15:00:00";15;"Thursday";0;"urban";5;"0";"fog";"low";21.0;"high";"poor road";"minor";5;5;0;"No Festival";0.65
260;"Delhi";"Delhi";28.404569;76.804829;"2022-06-16";"11:00:00";11;"Thursday";0;"rural";4;"0";"clear";"high";34.0;"high";"drunk driving";"fatal";3;3;0;"No Festival";0.5
261;"Chandigarh";"Punjab";30.63764;76.825478;"2023-03-23";"14:00:00";14;"Thursday";0;"rural";6;"1";"fog";"low";31.0;"low";"drunk driving";"major";4;3;0;"No Festival";0.45
262;"Mumbai";"Maharashtra";19.115596;72.802382;"2022-07-04";"07:00:00";7;"Monday";0;"rural";4;"0";"clear";"high";25.0;"medium";"distraction";"major";1;0;0;"No Festival";0.1
263;"Pune";"Maharashtra";18.695595;73.868888;"2022-05-26";"12:00:00";12;"Thursday";0;"rural";6;"0";"fog";"low";30.0;"medium";"overspeeding";"minor";4;4;0;"No Festival";0.45
264;"Kolkata";"West Bengal";22.494643;88.492238;"2024-02-24";"17:00:00";17;"Saturday";1;"highway";6;"1";"clear";"high";21.0;"medium";"weather";"minor";4;2;1;"No Festival";0.25
265;"Chandigarh";"Punjab";30.734981;76.773993;"2024-09-07";"14:00:00";14;"Saturday";1;"highway";4;"1";"rain";"medium";20.0;"low";"distraction";"minor";5;1;0;"No Festival";0.25
266;"Chandigarh";"Punjab";30.711487;76.846221;"2023-11-27";"00:00:00";0;"Monday";0;"rural";3;"1";"clear";"high";25.0;"high";"distraction";"fatal";4;4;0;"No Festival";0.5
267;"Chennai";"Tamil Nadu";12.968853;80.196115;"2024-10-15";"01:00:00";1;"Tuesday";0;"urban";3;"0";"fog";"low";30.0;"low";"poor road";"major";3;3;0;"No Festival";0.45
268;"Kolkata";"West Bengal";22.63079;88.274384;"2023-03-20";"20:00:00";20;"Monday";0;"highway";4;"1";"fog";"low";31.0;"medium";"poor road";"major";4;2;0;"No Festival";0.45
269;"Chandigarh";"Punjab";30.671217;76.878695;"2025-02-12";"17:00:00";17;"Wednesday";0;"rural";3;"0";"fog";"low";34.0;"high";"poor road";"minor";3;3;1;"No Festival";0.8
270;"Bangalore";"Karnataka";12.933538;77.737824;"2025-01-04";"18:00:00";18;"Saturday";1;"rural";5;"0";"clear";"high";16.0;"medium";"overspeeding";"minor";3;3;1;"No Festival";0.25
271;"Bangalore";"Karnataka";12.934971;77.501295;"2024-07-23";"03:00:00";3;"Tuesday";0;"urban";6;"0";"rain";"low";35.0;"low";"overspeeding";"fatal";3;3;0;"No Festival";0.65
272;"Bangalore";"Karnataka";13.088481;77.401871;"2023-03-17";"22:00:00";22;"Friday";0;"highway";4;"0";"rain";"low";32.0;"medium";"overspeeding";"fatal";4;4;0;"No Festival";0.65
273;"Chennai";"Tamil Nadu";13.032356;80.200645;"2022-06-01";"13:00:00";13;"Wednesday";0;"urban";4;"0";"clear";"high";24.0;"low";"drunk driving";"minor";4;2;0;"No Festival";0.1
274;"Pune";"Maharashtra";18.685749;73.854341;"2024-04-08";"21:00:00";21;"Monday";0;"rural";2;"0";"fog";"low";32.0;"low";"poor road";"major";2;1;0;"No Festival";0.45
275;"Chandigarh";"Punjab";30.600709;76.788381;"2023-04-12";"17:00:00";17;"Wednesday";0;"rural";2;"1";"fog";"low";29.0;"high";"distraction";"minor";2;2;1;"No Festival";0.8
276;"Chennai";"Tamil Nadu";12.865666;80.225481;"2023-12-06";"02:00:00";2;"Wednesday";0;"rural";1;"1";"rain";"low";30.0;"low";"weather";"minor";5;3;0;"No Festival";0.45
